         81348177 function calls (79901439 primitive calls) in 75.223 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.003    0.003 fromnumeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 frozen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 frozen.py:21(FrozenList)
        1    0.000    0.000    0.000    0.000 function.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function.py:51(CompatValidator)
       24    0.000    0.000    0.000    0.000 function.py:52(__init__)
        2    0.000    0.000    0.000    0.000 function.py:64(__call__)
        2    0.000    0.000    0.003    0.001 function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_base.py:2117(vectorize)
      317    0.000    0.000    0.002    0.000 function_base.py:465(_needs_add_docstring)
      317    0.000    0.000    0.002    0.000 function_base.py:483(_add_docstring)
      317    0.001    0.000    0.005    0.000 function_base.py:497(add_newdoc)
      520    0.002    0.000    0.003    0.000 functools.py:35(update_wrapper)
       14    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
       11    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
      506    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        9    0.000    0.000    0.000    0.000 functools.py:651(cache)
        1    0.000    0.000    0.000    0.000 functools.py:946(__init__)
        1    0.000    0.000    0.000    0.000 functools.py:952(__set_name__)
        1    0.000    0.000    0.000    0.000 gbq.py:1(<module>)
        3    0.000    0.000    0.130    0.043 generic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 generic.py:122(NamedAgg)
       34    0.000    0.000    0.000    0.000 generic.py:13095(make_doc)
        1    0.000    0.000    0.000    0.000 generic.py:1339(DataFrameGroupBy)
        1    0.000    0.000    0.001    0.001 generic.py:152(SeriesGroupBy)
        1    0.001    0.001    0.005    0.005 generic.py:238(NDFrame)
   360243    0.745    0.000    0.926    0.000 generic.py:274(__init__)
       23    0.000    0.000    0.000    0.000 generic.py:335(_from_mgr)
   360238    0.082    0.000    0.082    0.000 generic.py:358(attrs)
       17    0.000    0.000    0.000    0.000 generic.py:36(create_pandas_abc_type)
  3962497    1.013    0.000    1.384    0.000 generic.py:37(_check)
   720476    0.123    0.000    0.123    0.000 generic.py:393(flags)
  3962497    1.018    0.000    2.402    0.000 generic.py:42(_instancecheck)
   360216    0.238    0.000    0.617    0.000 generic.py:487(_validate_dtype)
        2    0.000    0.000    0.001    0.000 generic.py:5266(reindex)
        7    0.000    0.000    0.000    0.000 generic.py:548(_get_axis_number)
        4    0.000    0.000    0.000    0.000 generic.py:5509(<genexpr>)
        1    0.000    0.000    0.001    0.001 generic.py:5525(_reindex_axes)
        1    0.000    0.000    0.000    0.000 generic.py:5574(_reindex_with_indexers)
        3    0.000    0.000    0.000    0.000 generic.py:562(_get_axis)
        1    0.000    0.000    0.000    0.000 generic.py:568(_get_block_manager_axis)
   360238    1.358    0.000    2.020    0.000 generic.py:6147(__finalize__)
   360218    0.322    0.000    0.322    0.000 generic.py:6189(__getattr__)
   720516    0.936    0.000    4.217    0.000 generic.py:6206(__setattr__)
        1    0.000    0.000    0.000    0.000 generic.py:6553(copy)
      380    0.000    0.000    0.000    0.000 generic.py:659(ndim)
   360218    0.446    0.000    1.603    0.000 generic.py:760(_set_axis)
        2    0.000    0.000    0.000    0.000 generic.py:8402(isna)
        3    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       42    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
       36    0.000    0.000    0.001    0.000 getlimits.py:111(_float_to_str)
        7    0.000    0.000    0.000    0.000 getlimits.py:157(_register_type)
       36    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
        1    0.000    0.000    0.002    0.002 getlimits.py:162(_register_known_types)
       36    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        6    0.000    0.000    0.001    0.000 getlimits.py:34(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:378(finfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:630(iinfo)
       18    0.000    0.000    0.000    0.000 getlimits.py:685(__init__)
        4    0.000    0.000    0.000    0.000 getlimits.py:696(min)
       12    0.000    0.000    0.000    0.000 getlimits.py:709(max)
       36    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
        1    0.000    0.000    0.003    0.003 groupby.py:1(<module>)
        1    0.000    0.000    0.001    0.001 groupby.py:1174(GroupBy)
        1    0.000    0.000    0.000    0.000 groupby.py:709(GroupByPlot)
        1    0.000    0.000    0.000    0.000 groupby.py:744(BaseGroupBy)
        1    0.000    0.000    0.000    0.000 grouper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 grouper.py:487(Grouping)
        1    0.000    0.000    0.000    0.000 grouper.py:63(Grouper)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:117(BadGzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:121(GzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:402(_GzipReader)
        1    0.000    0.000    0.000    0.000 gzip.py:75(_PaddedFile)
        1    0.000    0.000    0.000    0.000 hashlib.py:1(<module>)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1658(Hermite)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1650(HermiteE)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.005    0.005 hmac.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.000    0.000 html.py:1(<module>)
        1    0.000    0.000    0.000    0.000 html.py:153(_HtmlFrameParser)
        1    0.000    0.000    0.000    0.000 html.py:578(_BeautifulSoupHtml5LibFrameParser)
        1    0.000    0.000    0.000    0.000 html.py:700(_LxmlFrameParser)
        1    0.000    0.000    0.027    0.027 index_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:109(nd_grid)
        2    0.000    0.000    0.000    0.000 index_tricks.py:144(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:211(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:255(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:262(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:303(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:310(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:320(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:435(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:530(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:537(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:562(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:569(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:618(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:717(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:761(__init__)
        2    0.000    0.000    0.017    0.008 indexing.py:1(<module>)
      380    0.001    0.000    0.008    0.000 indexing.py:1139(__getitem__)
     1140    0.000    0.000    0.000    0.000 indexing.py:1143(<genexpr>)
     1140    0.000    0.000    0.001    0.000 indexing.py:1144(<genexpr>)
        1    0.000    0.000    0.000    0.000 indexing.py:1176(_LocIndexer)
      380    0.001    0.000    0.002    0.000 indexing.py:1213(_is_scalar_access)
        1    0.000    0.000    0.000    0.000 indexing.py:145(IndexingMixin)
        1    0.000    0.000    0.000    0.000 indexing.py:1525(_iLocIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2420(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2458(_AtIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:248(GroupByPositionalSelector)
        1    0.000    0.000    0.000    0.000 indexing.py:2502(_iAtIndexer)
   360593    0.288    0.000    0.444    0.000 indexing.py:2678(check_dict_or_set_indexers)
     1140    0.000    0.000    0.000    0.000 indexing.py:2685(<genexpr>)
     1140    0.000    0.000    0.000    0.000 indexing.py:2694(<genexpr>)
        1    0.000    0.000    0.000    0.000 indexing.py:288(GroupByNthSelector)
      380    0.000    0.000    0.000    0.000 indexing.py:289(loc)
        1    0.000    0.000    0.000    0.000 indexing.py:32(GroupByIndexingMixin)
        1    0.000    0.000    0.000    0.000 indexing.py:709(_LocationIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:98(_IndexSlice)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
        4    0.000    0.000    0.000    0.000 inference.py:105(is_file_like)
        6    0.000    0.000    0.000    0.000 inference.py:273(is_dict_like)
       18    0.000    0.000    0.000    0.000 inference.py:300(<genexpr>)
  1440886    0.485    0.000    0.699    0.000 inference.py:334(is_hashable)
        1    0.000    0.000    0.001    0.001 info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 info.py:1000(SeriesTableBuilder)
        1    0.000    0.000    0.000    0.000 info.py:1032(SeriesTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 info.py:1046(SeriesTableBuilderVerbose)
        1    0.000    0.000    0.000    0.000 info.py:359(BaseInfo)
        1    0.000    0.000    0.000    0.000 info.py:442(DataFrameInfo)
        1    0.000    0.000    0.000    0.000 info.py:515(SeriesInfo)
        1    0.000    0.000    0.000    0.000 info.py:575(InfoPrinterAbstract)
        1    0.000    0.000    0.000    0.000 info.py:593(DataFrameInfoPrinter)
        1    0.000    0.000    0.000    0.000 info.py:673(SeriesInfoPrinter)
        1    0.000    0.000    0.000    0.000 info.py:716(TableBuilderAbstract)
        1    0.000    0.000    0.000    0.000 info.py:772(DataFrameTableBuilder)
        1    0.000    0.000    0.000    0.000 info.py:823(DataFrameTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 info.py:841(TableBuilderVerboseMixin)
        1    0.000    0.000    0.000    0.000 info.py:934(DataFrameTableBuilderVerbose)
        3    0.000    0.000    0.000    0.000 inspect.py:1349(formatannotation)
        3    0.000    0.000    0.000    0.000 inspect.py:1867(_signature_get_user_defined_method)
        2    0.000    0.000    0.000    0.000 inspect.py:191(isclass)
        1    0.000    0.000    0.000    0.000 inspect.py:1959(_signature_bound_method)
        1    0.000    0.000    0.000    0.000 inspect.py:1985(_signature_is_builtin)
        1    0.000    0.000    0.000    0.000 inspect.py:1997(_signature_is_functionlike)
        1    0.000    0.000    0.000    0.000 inspect.py:209(ismethoddescriptor)
        2    0.000    0.000    0.000    0.000 inspect.py:2280(_signature_from_function)
      3/2    0.000    0.000    0.000    0.000 inspect.py:2375(_signature_from_callable)
       20    0.000    0.000    0.000    0.000 inspect.py:2637(__init__)
       35    0.000    0.000    0.000    0.000 inspect.py:2687(name)
        5    0.000    0.000    0.000    0.000 inspect.py:2691(default)
       38    0.000    0.000    0.000    0.000 inspect.py:2699(kind)
        7    0.000    0.000    0.000    0.000 inspect.py:2703(replace)
        2    0.000    0.000    0.000    0.000 inspect.py:2721(__str__)
        5    0.000    0.000    0.000    0.000 inspect.py:277(isfunction)
        4    0.000    0.000    0.000    0.000 inspect.py:2920(__init__)
       15    0.000    0.000    0.000    0.000 inspect.py:2969(<genexpr>)
        2    0.000    0.000    0.000    0.000 inspect.py:2998(from_callable)
        3    0.000    0.000    0.000    0.000 inspect.py:3006(parameters)
        2    0.000    0.000    0.000    0.000 inspect.py:3010(return_annotation)
        2    0.000    0.000    0.000    0.000 inspect.py:3014(replace)
        1    0.000    0.000    0.000    0.000 inspect.py:3206(__str__)
        2    0.000    0.000    0.000    0.000 inspect.py:3252(signature)
        1    0.000    0.000    0.000    0.000 inspect.py:404(isbuiltin)
        3    0.000    0.000    0.000    0.000 inspect.py:612(unwrap)
        3    0.000    0.000    0.000    0.000 inspect.py:632(_is_wrapper)
        2    0.000    0.000    0.000    0.000 inspect.py:66(get_annotations)
       28    0.001    0.000    0.002    0.000 inspect.py:744(cleandoc)
        1    0.000    0.000    0.000    0.000 integer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 integer.py:14(IntegerDtype)
        1    0.000    0.000    0.000    0.000 integer.py:205(Int8Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:212(Int16Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:219(Int32Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:226(Int64Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:233(UInt8Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:240(UInt16Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:247(UInt32Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:254(UInt64Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:62(IntegerArray)
        2    0.000    0.000    0.004    0.002 interval.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interval.py:157(IntervalIndex)
        1    0.000    0.000    0.001    0.001 interval.py:186(IntervalArray)
        1    0.000    0.000    0.000    0.000 invalid.py:1(<module>)
       34    0.000    0.000    0.000    0.000 invalid.py:44(make_invalid_op)
       13    0.000    0.000    0.000    0.000 io.py:60(__getattr__)
        1    0.000    0.000    0.000    0.000 isoparser.py:1(<module>)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1606(Laguerre)
        1    0.000    0.000    0.000    0.000 lazy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lazy.py:118(<listcomp>)
        1    0.000    0.000    0.000    0.000 lazy.py:121(LazySet)
        2    0.000    0.000    0.000    0.000 lazy.py:139(__new__)
        2    0.000    0.000    0.000    0.000 lazy.py:144(LazySet)
       84    0.000    0.000    0.000    0.000 lazy.py:149(lazy)
        1    0.000    0.000    0.000    0.000 lazy.py:16(LazyDict)
        1    0.000    0.000    0.000    0.000 lazy.py:172(<listcomp>)
        1    0.000    0.000    0.000    0.000 lazy.py:71(LazyList)
        2    0.000    0.000    0.000    0.000 lazy.py:84(__new__)
        2    0.000    0.000    0.000    0.000 lazy.py:91(LazyList)
       62    0.000    0.000    0.000    0.000 lazy.py:96(lazy)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
        1    0.000    0.000    0.020    0.020 linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:39(EigResult)
        1    0.000    0.000    0.000    0.000 linalg.py:43(EighResult)
        1    0.000    0.000    0.000    0.000 linalg.py:47(QRResult)
        1    0.000    0.000    0.000    0.000 linalg.py:51(SlogdetResult)
        1    0.000    0.000    0.000    0.000 linalg.py:55(SVDResult)
        1    0.000    0.000    0.000    0.000 linalg.py:67(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:97(_determine_error_states)
        4    0.000    0.000    0.000    0.000 locale.py:396(normalize)
        4    0.000    0.000    0.000    0.000 locale.py:479(_parse_localename)
        4    0.000    0.000    0.000    0.000 locale.py:587(getlocale)
        1    0.000    0.000    0.000    0.000 localization.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.001    0.001 managers.py:1(<module>)
       21    0.000    0.000    0.000    0.000 managers.py:169(blknos)
        2    0.000    0.000    0.000    0.000 managers.py:1726(is_consolidated)
        2    0.000    0.000    0.000    0.000 managers.py:1734(_consolidate_check)
        1    0.000    0.000    0.000    0.000 managers.py:1740(<listcomp>)
        2    0.000    0.000    0.000    0.000 managers.py:1744(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 managers.py:1787(SingleBlockManager)
        3    0.000    0.000    0.000    0.000 managers.py:1790(ndim)
   360239    0.173    0.000    0.173    0.000 managers.py:1799(__init__)
        2    0.000    0.000    0.000    0.000 managers.py:1812(from_blocks)
   360216    0.789    0.000    3.103    0.000 managers.py:1825(from_array)
       21    0.000    0.000    0.000    0.000 managers.py:185(blklocs)
   360237    0.102    0.000    0.102    0.000 managers.py:1902(_block)
  1441241    0.841    0.000    0.943    0.000 managers.py:1960(internal_values)
        2    0.000    0.000    0.000    0.000 managers.py:2068(create_block_manager_from_column_arrays)
       22    0.000    0.000    0.000    0.000 managers.py:2124(_grouping_func)
        2    0.000    0.000    0.000    0.000 managers.py:2137(_form_blocks)
        3    0.000    0.000    0.000    0.000 managers.py:2194(_stack_arrays)
   360218    0.230    0.000    0.949    0.000 managers.py:225(set_axis)
        1    0.000    0.000    0.000    0.000 managers.py:2268(_preprocess_slice_or_indexer)
        2    0.000    0.000    0.000    0.000 managers.py:235(items)
        1    0.000    0.000    0.000    0.000 managers.py:308(apply)
        1    0.000    0.000    0.000    0.000 managers.py:335(<dictcomp>)
        1    0.000    0.000    0.000    0.000 managers.py:540(copy)
        1    0.000    0.000    0.000    0.000 managers.py:606(reindex_indexer)
        1    0.000    0.000    0.000    0.000 managers.py:691(_slice_take_blocks_ax0)
        1    0.000    0.000    0.000    0.000 managers.py:886(BlockManager)
        2    0.000    0.000    0.000    0.000 managers.py:896(__init__)
        1    0.000    0.000    0.000    0.000 managers.py:97(BaseBlockManager)
       21    0.000    0.000    0.000    0.000 managers.py:991(iget)
        1    0.000    0.000    0.000    0.000 mask_ops.py:1(<module>)
        1    0.000    0.000    0.002    0.002 masked.py:1(<module>)
        1    0.000    0.000    0.000    0.000 masked.py:104(BaseMaskedArray)
        1    0.000    0.000    0.000    0.000 masked_accumulations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 masked_reductions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 melt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.001    0.001 merge.py:1(<module>)
        1    0.000    0.000    0.000    0.000 merge.py:1820(_OrderedMerge)
        1    0.000    0.000    0.000    0.000 merge.py:1881(_AsOfMerge)
        1    0.000    0.000    0.000    0.000 merge.py:710(_MergeOperation)
        3    0.000    0.000    0.000    0.000 missing.py:1(<module>)
   360216    0.130    0.000    0.636    0.000 missing.py:101(isna)
   360216    0.249    0.000    0.506    0.000 missing.py:184(_isna)
        2    0.000    0.000    0.000    0.000 missing.py:261(_isna_array)
        2    0.000    0.000    0.000    0.000 missing.py:305(_isna_string_dtype)
        1    0.000    0.000    0.000    0.000 missing.py:466(array_equivalent)
        1    0.000    0.000    0.000    0.000 missing.py:564(_array_equivalent_object)
        1    0.000    0.000    0.000    0.000 missing.py:642(na_value_for_dtype)
        1    0.000    0.000    0.000    0.000 missing.py:696(is_valid_na_for_dtype)
        4    0.000    0.000    0.000    0.000 missing.py:889(_datetimelike_compat)
        3    0.000    0.000    0.000    0.000 missing.py:971(clean_reindex_fill_method)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.001    0.001 multi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multi.py:126(MultiIndexUIntEngine)
        1    0.000    0.000    0.000    0.000 multi.py:165(MultiIndexPyIntEngine)
        1    0.000    0.000    0.000    0.000 multi.py:206(names_compat)
        1    0.000    0.000    0.001    0.001 multi.py:225(MultiIndex)
        1    0.000    0.000    0.017    0.017 multiarray.py:1(<module>)
       15    0.000    0.000    0.000    0.000 multiarray.py:1080(copyto)
       24    0.000    0.000    0.000    0.000 multiarray.py:153(concatenate)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 nanops.py:1(<module>)
        6    0.000    0.000    0.000    0.000 nanops.py:103(__call__)
        2    0.000    0.000    0.000    0.000 nanops.py:1076(_nanminmax)
        4    0.000    0.000    0.000    0.000 nanops.py:383(_datetimelike_compat)
        4    0.000    0.000    0.000    0.000 nanops.py:448(maybe_operate_rowwise)
        2    0.000    0.000    0.000    0.000 nanops.py:482(nanany)
        1    0.000    0.000    0.000    0.000 nanops.py:57(set_use_bottleneck)
        1    0.000    0.000    0.000    0.000 nanops.py:67(disallow)
        8    0.000    0.000    0.000    0.000 nanops.py:68(__init__)
       23    0.000    0.000    0.000    0.000 nanops.py:70(<genexpr>)
        8    0.000    0.000    0.000    0.000 nanops.py:75(__call__)
        1    0.000    0.000    0.000    0.000 nanops.py:98(bottleneck_switch)
        6    0.000    0.000    0.000    0.000 nanops.py:99(__init__)
        1    1.707    1.707   75.224   75.224 neighbors.py:1(<module>)
      380    0.000    0.000    0.000    0.000 neighbors.py:16(<lambda>)
    23700    0.043    0.000    0.043    0.000 neighbors.py:41(<listcomp>)
        1    0.000    0.000    0.009    0.009 neighbors.py:6(get_sorted_substitutions)
        1    0.000    0.000    0.002    0.002 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:106(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:42(BagObj)
        1    0.000    0.000    0.001    0.001 ntpath.py:1(<module>)
        3    0.000    0.000    0.000    0.000 numba_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        3    0.000    0.000    0.010    0.003 numeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:136(ones)
        1    0.000    0.000    0.000    0.000 numeric.py:225(NumericArray)
        6    0.000    0.000    0.000    0.000 numeric.py:2507(extend_all)
       14    0.000    0.000    0.000    0.000 numeric.py:274(full)
        1    0.000    0.000    0.000    0.000 numeric.py:43(NumericDtype)
        1    0.000    0.000    0.011    0.011 numerictypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:425(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:441(_construct_lookups)
       24    0.000    0.000    0.000    0.000 numerictypes.py:514(_scalar_type_key)
        1    0.000    0.000    0.000    0.000 numerictypes.py:589(_register_types)
        1    0.000    0.000    0.002    0.002 numpy_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_.py:51(NumpyExtensionArray)
        1    0.000    0.000    0.001    0.001 object_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 object_array.py:35(ObjectStringArrayMixin)
        1    0.000    0.000    0.001    0.001 objects.py:1(<module>)
        1    0.000    0.000    0.000    0.000 objects.py:123(VariableWindowIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:149(VariableOffsetWindowIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:277(ExpandingIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:295(FixedForwardWindowIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:346(GroupbyIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:439(ExponentialMovingWindowIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:46(BaseIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:93(FixedWindowIndexer)
        1    0.000    0.000    0.000    0.000 offsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 online.py:1(<module>)
        1    0.000    0.000    0.000    0.000 online.py:89(EWMMeanState)
        3    0.000    0.000    0.003    0.001 ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:106(WrappedCythonOp)
        1    0.000    0.000    0.000    0.000 ops.py:1123(DataSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:1165(SeriesSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:1174(FrameSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:191(Constant)
        1    0.000    0.000    0.000    0.000 ops.py:20(BlockPairInfo)
        1    0.000    0.000    0.000    0.000 ops.py:208(Op)
        1    0.000    0.000    0.000    0.000 ops.py:364(BinOp)
        1    0.000    0.000    0.000    0.000 ops.py:520(Div)
        1    0.000    0.000    0.000    0.000 ops.py:545(BaseGrouper)
        1    0.000    0.000    0.000    0.000 ops.py:549(UnaryOp)
        1    0.000    0.000    0.000    0.000 ops.py:598(MathCall)
        1    0.000    0.000    0.000    0.000 ops.py:613(FuncNode)
        1    0.000    0.000    0.000    0.000 ops.py:75(Term)
        1    0.000    0.000    0.000    0.000 ops.py:945(BinGrouper)
        1    0.000    0.000    0.000    0.000 orc.py:1(<module>)
        2    0.000    0.000    0.000    0.000 os.py:1080(__subclasshook__)
       17    0.000    0.000    0.000    0.000 os.py:675(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:683(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:689(__delitem__)
       23    0.000    0.000    0.000    0.000 os.py:755(encode)
        4    0.000    0.000    0.000    0.000 os.py:759(decode)
        1    0.000    0.000    0.016    0.016 overrides.py:1(<module>)
      317    0.000    0.000    0.000    0.000 overrides.py:105(array_function_dispatch)
      317    0.002    0.000    0.009    0.000 overrides.py:142(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:173(array_function_from_dispatcher)
       23    0.000    0.000    0.000    0.000 overrides.py:177(decorator)
        9    0.000    0.000    0.000    0.000 overrides.py:23(set_array_function_like_doc)
      278    0.001    0.000    0.005    0.000 overrides.py:83(verify_matching_signatures)
        1    0.000    0.000    0.000    0.000 parquet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parquet.py:147(BaseImpl)
        1    0.000    0.000    0.000    0.000 parquet.py:160(PyArrowImpl)
        1    0.000    0.000    0.000    0.000 parquet.py:294(FastParquetImpl)
        1    0.000    0.000    0.002    0.002 parse.py:1(<module>)
        4    0.000    0.000    0.000    0.000 parse.py:111(_noop)
        4    0.000    0.000    0.000    0.000 parse.py:122(_coerce_args)
        1    0.000    0.000    0.000    0.000 parse.py:139(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:147(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:155(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:193(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:223(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:328(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:336(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:341(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:347(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:355(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:360(ParseResultBytes)
