         81348177 function calls (79901439 primitive calls) in 75.223 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       18    0.000    0.000    0.000    0.000 dataclasses.py:824(_set_new_attribute)
        2    0.000    0.000    0.000    0.000 dataclasses.py:839(_hash_set_none)
        1    0.000    0.000    0.000    0.000 dataclasses.py:842(_hash_add)
        1    0.000    0.000    0.000    0.000 dataclasses.py:843(<listcomp>)
        3    0.000    0.000    0.002    0.001 dataclasses.py:881(_process_class)
        1    0.000    0.000    0.001    0.001 dataframe_protocol.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:111(CategoricalDescription)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:121(Buffer)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:174(Column)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:25(DlpackDeviceType)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:365(DataFrame)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:38(DtypeKind)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:69(ColumnNullType)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:94(ColumnBuffers)
        1    0.000    0.000    0.000    0.000 dates.py:1(<module>)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1114(tzinfo)
        1    0.000    0.000    0.000    0.000 datetime.py:1183(IsoCalendarDate)
        1    0.000    0.000    0.000    0.000 datetime.py:1214(time)
        2    0.000    0.000    0.000    0.000 datetime.py:1239(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1563(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1571(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:2185(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:2205(_create)
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:397(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:414(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 datetime.py:442(timedelta)
        3    0.000    0.000    0.000    0.000 datetime.py:46(_days_before_year)
       12    0.000    0.000    0.000    0.000 datetime.py:461(__new__)
        5    0.000    0.000    0.000    0.000 datetime.py:51(_days_in_month)
        2    0.000    0.000    0.000    0.000 datetime.py:634(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:762(date)
        2    0.000    0.000    0.000    0.000 datetime.py:792(__new__)
        2    0.000    0.000    0.003    0.001 datetimelike.py:1(<module>)
       12    0.000    0.000    0.000    0.000 datetimelike.py:161(_make_unpacked_invalid_op)
        4    0.000    0.000    0.000    0.000 datetimelike.py:166(_period_dispatch)
        1    0.000    0.000    0.000    0.000 datetimelike.py:1703(DatelikeOps)
        1    0.000    0.000    0.001    0.001 datetimelike.py:1906(TimelikeOps)
        1    0.000    0.000    0.000    0.000 datetimelike.py:193(DatetimeLikeArrayMixin)
        1    0.000    0.000    0.000    0.000 datetimelike.py:407(DatetimeTimedeltaMixin)
        1    0.000    0.000    0.000    0.000 datetimelike.py:84(DatetimeIndexOpsMixin)
        1    0.000    0.000    0.000    0.000 datetimelike_accumulations.py:1(<module>)
        3    0.000    0.000    0.006    0.002 datetimes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 datetimes.py:102(DatetimeIndex)
        1    0.000    0.000    0.000    0.000 datetimes.py:104(<listcomp>)
        1    0.000    0.000    0.000    0.000 datetimes.py:108(YearMonthDayDict)
       19    0.000    0.000    0.000    0.000 datetimes.py:109(_field_accessor)
        1    0.000    0.000    0.000    0.000 datetimes.py:114(FulldatetimeDict)
        1    0.000    0.000    0.000    0.000 datetimes.py:151(DatetimeArray)
        1    0.000    0.000    0.001    0.001 decimal.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.002    0.002 defchararray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1922(chararray)
        1    0.000    0.000    0.021    0.021 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:73(matrix)
        1    0.000    0.000    0.006    0.006 describe.py:1(<module>)
        1    0.000    0.000    0.000    0.000 describe.py:101(NDFrameDescriberAbstract)
        1    0.000    0.000    0.000    0.000 describe.py:124(SeriesDescriber)
        1    0.000    0.000    0.000    0.000 describe.py:136(DataFrameDescriber)
        1    0.000    0.000    0.000    0.000 dispatch.py:1(<module>)
   360212    0.161    0.000    0.719    0.000 dispatch.py:17(should_extension_dispatch)
        1    0.000    0.000    0.000    0.000 display.py:1(<module>)
        1    0.000    0.000    0.000    0.000 display.py:17(detect_console_encoding)
        1    0.000    0.000    0.000    0.000 doc.py:1(<module>)
      191    0.000    0.000    0.000    0.000 doc.py:11(create_section_header)
       16    0.000    0.000    0.000    0.000 doc.py:93(window_agg_numba_parameters)
        1    0.000    0.000    0.000    0.000 docstrings.py:1(<module>)
       42    0.000    0.000    0.000    0.000 docstrings.py:7(make_flex_doc)
        2    0.000    0.000    0.005    0.003 dtypes.py:1(<module>)
       15    0.000    0.000    0.000    0.000 dtypes.py:1021(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtypes.py:1125(IntervalDtype)
       15    0.000    0.000    0.000    0.000 dtypes.py:1266(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtypes.py:1388(NumpyEADtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:141(CategoricalDtypeType)
        1    0.000    0.000    0.000    0.000 dtypes.py:147(CategoricalDtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:1486(BaseMaskedDtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:1564(SparseDtype)
       15    0.000    0.000    0.000    0.000 dtypes.py:1789(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtypes.py:2000(ArrowDtype)
       15    0.000    0.000    0.000    0.000 dtypes.py:2180(construct_from_string)
       15    0.000    0.000    0.000    0.000 dtypes.py:332(construct_from_string)
       24    0.000    0.000    0.000    0.000 dtypes.py:66(_add_dtype_helper)
        1    0.000    0.000    0.000    0.000 dtypes.py:675(DatetimeTZDtype)
       15    0.000    0.000    0.000    0.000 dtypes.py:814(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtypes.py:915(PeriodDtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:99(PandasExtensionDtype)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:204(iterencode)
        1    0.000    0.000    0.000    0.000 encoder.py:259(_make_iterencode)
       74    0.000    0.000    0.000    0.000 encoder.py:333(_iterencode_dict)
       74    0.000    0.000    0.000    0.000 encoder.py:413(_iterencode)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 encoding.py:1(<module>)
        1    0.000    0.000    0.002    0.002 engines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 engines.py:107(NumExprEngine)
        1    0.000    0.000    0.000    0.000 engines.py:124(PythonEngine)
        1    0.000    0.000    0.000    0.000 engines.py:47(AbstractEngine)
        3    0.000    0.000    0.000    0.000 enum.py:1026(_decompose)
        7    0.000    0.000    0.000    0.000 enum.py:1049(<lambda>)
      114    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
       14    0.000    0.000    0.000    0.000 enum.py:165(__prepare__)
       14    0.001    0.000    0.003    0.000 enum.py:180(__new__)
       14    0.000    0.000    0.000    0.000 enum.py:198(<dictcomp>)
      168    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
       14    0.000    0.000    0.000    0.000 enum.py:222(<setcomp>)
       18    0.000    0.000    0.000    0.000 enum.py:245(<genexpr>)
      168    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
      135    0.000    0.000    0.002    0.000 enum.py:359(__call__)
       14    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
      168    0.000    0.000    0.000    0.000 enum.py:44(_is_private)
        3    0.000    0.000    0.000    0.000 enum.py:442(__iter__)
       30    0.000    0.000    0.000    0.000 enum.py:446(<genexpr>)
        3    0.000    0.000    0.000    0.000 enum.py:451(__members__)
      186    0.000    0.000    0.000    0.000 enum.py:470(__setattr__)
        3    0.000    0.000    0.001    0.000 enum.py:483(_create_)
        3    0.000    0.000    0.002    0.001 enum.py:536(_convert_)
        3    0.000    0.000    0.000    0.000 enum.py:553(<listcomp>)
       40    0.000    0.000    0.000    0.000 enum.py:559(<lambda>)
       14    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
       31    0.000    0.000    0.000    0.000 enum.py:579(_get_mixins_)
       31    0.000    0.000    0.000    0.000 enum.py:590(_find_data_type)
       14    0.000    0.000    0.000    0.000 enum.py:626(_find_new_)
      132    0.000    0.000    0.000    0.000 enum.py:678(__new__)
        2    0.000    0.000    0.000    0.000 enum.py:783(__hash__)
       56    0.000    0.000    0.000    0.000 enum.py:801(value)
       14    0.000    0.000    0.000    0.000 enum.py:82(__init__)
      168    0.001    0.000    0.001    0.000 enum.py:89(__setitem__)
        3    0.000    0.000    0.000    0.000 enum.py:937(_missing_)
        3    0.000    0.000    0.000    0.000 enum.py:947(_create_pseudo_member_)
        6    0.000    0.000    0.000    0.000 enum.py:980(__or__)
       50    0.000    0.000    0.000    0.000 enum.py:986(__and__)
        1    0.000    0.000    0.003    0.003 eval.py:1(<module>)
        1    0.000    0.000    0.007    0.007 ewm.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ewm.py:127(ExponentialMovingWindow)
        1    0.000    0.000    0.000    0.000 ewm.py:890(ExponentialMovingWindowGroupby)
        1    0.000    0.000    0.000    0.000 ewm.py:923(OnlineExponentialMovingWindow)
        2    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(Error)
        1    0.000    0.000    0.000    0.000 exceptions.py:15(UnknownTimeZoneError)
        1    0.000    0.000    0.000    0.000 exceptions.py:189(DTypePromotionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(InvalidTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:42(AmbiguousTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:47(ComplexWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:53(NonExistentTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:58(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:74(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:85(TooHardError)
        1    0.000    0.000    0.000    0.000 exceptions.py:98(AxisError)
        1    0.000    0.000    0.000    0.000 executor.py:1(<module>)
        1    0.000    0.000    0.001    0.001 expanding.py:1(<module>)
        1    0.000    0.000    0.001    0.001 expanding.py:51(Expanding)
        1    0.000    0.000    0.000    0.000 expanding.py:945(ExpandingGroupby)
        1    0.000    0.000    0.001    0.001 expr.py:1(<module>)
        5    0.000    0.000    0.000    0.000 expr.py:119(_compose2)
        2    0.000    0.000    0.000    0.000 expr.py:126(_compose)
        2    0.000    0.000    0.000    0.000 expr.py:168(_is_type)
      131    0.000    0.000    0.000    0.000 expr.py:180(<genexpr>)
      179    0.000    0.000    0.000    0.000 expr.py:182(<genexpr>)
       13    0.000    0.000    0.000    0.000 expr.py:187(_filter_nodes)
      125    0.000    0.000    0.000    0.000 expr.py:191(<genexpr>)
      131    0.000    0.000    0.000    0.000 expr.py:195(<genexpr>)
      165    0.000    0.000    0.000    0.000 expr.py:252(_node_not_implemented)
        3    0.000    0.000    0.000    0.000 expr.py:269(disallow)
        3    0.000    0.000    0.000    0.000 expr.py:279(disallowed)
       22    0.000    0.000    0.000    0.000 expr.py:293(_op_maker)
        1    0.000    0.000    0.000    0.000 expr.py:318(add_ops)
        1    0.000    0.000    0.000    0.000 expr.py:323(f)
        1    0.000    0.000    0.000    0.000 expr.py:337(BaseExprVisitor)
        1    0.000    0.000    0.000    0.000 expr.py:752(PandasExprVisitor)
        1    0.000    0.000    0.000    0.000 expr.py:770(PythonExprVisitor)
        1    0.000    0.000    0.000    0.000 expr.py:778(Expr)
        1    0.000    0.000    0.000    0.000 expressions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expressions.py:45(set_use_numexpr)
        1    0.000    0.000    0.000    0.000 extension.py:1(<module>)
       12    0.000    0.000    0.000    0.000 extension.py:110(inherit_names)
       12    0.000    0.000    0.000    0.000 extension.py:125(wrapper)
        1    0.000    0.000    0.000    0.000 extension.py:135(ExtensionIndex)
        1    0.000    0.000    0.000    0.000 extension.py:160(NDArrayBackedExtensionIndex)
      109    0.000    0.000    0.000    0.000 extension.py:32(_inherit_from_data)
        1    0.000    0.000    0.002    0.002 extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1607(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1637(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1655(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:213(_fromnxfunction)
       10    0.000    0.000    0.001    0.000 extras.py:233(__init__)
       10    0.000    0.000    0.001    0.000 extras.py:237(getdoc)
        1    0.000    0.000    0.000    0.000 extras.py:263(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:281(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:294(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:319(_fromnxfunction_allargs)
